,review_body,stars,language,translated_review
475,"Lo compré para poner un proyector encima, y al final he decidido colgar el proyector del techo, así que de momento no la voy a usar, pero no la voy a devolver porque montada queda muy bonita y elegante. Los materiales son buenos y resistentes. Muy contenta con ella.",5,es,"I bought it to put a projector on it, and in the end I decided to hang the projector from the ceiling, so for now I'm not going to use it, but I'm not going to return it because assembled it looks very pretty and elegant. The materials are good and resistant. Very happy with her."
476,"Todo perfecto. Muy buena calidad, ha llegado con rapidez y bien embalado. Y el precio me ha parecido muy competitivo",5,es,"All perfect. Very good quality, it arrived quickly and well packaged. And the price seemed very competitive to me."
477,"Al ser de goma no se deslizan nada, evitan bien los portazos del viento.",5,es,"Since they are made of rubber, they don't slide at all, and they prevent the wind from slamming doors well."
478,"Mala experiencia, me ha llegado defectuoso, no coincidia el carril para meter la base del campo, despues de estar un buen rato para montarlo me fije que venia mal, no lo recomiendo",1,es,"Bad experience, it arrived defective, the rail to put the base of the field did not match, after spending a long time putting it together I realized that it was wrong, I do not recommend it"
479,"Ha llegado algo seca. Parece ser que podré darle buen uso, pese a ello, no está en excelentes condiciones.",3,es,"It has arrived somewhat dry. It seems that I will be able to put it to good use, despite this, it is not in excellent condition."
480,"Las mantas de emergencia deben ser de diferente color en cada lado oro/plata. Estas son plata por los dos lados, por lo que no cumplen su función de conducir el calor en un sólo sentido.",2,es,"Emergency blankets should be a different color on each side gold/silver. These are silver on both sides, so they do not fulfill their function of conducting heat in only one direction."
481,Relacion precio calidad inigualable .Esta bastante bien,5,es,Unmatched price-quality ratio. It's pretty good.
482,"Articulo de calidad baja, se rompe facilmente, y no protege casi del sol, las gomas no sirven practicamente, lo tengo solo para q no se me llene de polvo el coche",2,es,"Low quality item, it breaks easily, and hardly protects from the sun, the rubber bands are practically useless, I only have it so that my car doesn't fill with dust"
483,Estoy tramitando la devolución del producto porque me ha llegado uno de los boles roto.,2,es,I am processing the return of the product because one of the bowls arrived broken.
484,"Buen producto un poco subido de precio respecto a los demás personajes, el personaje no se extrae del vehículo.",4,es,"Good product, a little higher in price compared to the other characters, the character is not removed from the vehicle."
485,Faltaba el disco y una protección,4,es,The disc and protection were missing
486,"Producto ,como la descripción, el vendedor muy atento y llegó muy rápido ,lo recimiendo",5,es,"Product, as described, the seller very attentive and arrived very quickly, I received it"
487,"Tal y como se describe ,pero para mi gusto demasiado delgados ,son suaves no hace daño en el cepillado,el envío algo de retraso pero bien llego .",4,es,"Just as described, but too thin for my taste, they are soft, brushing doesn't hurt, the shipping was a bit late but it arrived well."
488,"El producto nunca llegó. He escrito dos mensajes intentando contactar con. El vendedor, pero no responde. NO LO COMPREN!! NO LLEGARÁ",1,es,The product never arrived. I have written two messages trying to contact. The seller but does not respond. DON'T BUY IT!! WILL NOT ARRIVE
489,No me ha gustado q al poner una de las T se haya roto al apretarla. La segunda solo apreté con la mano por el miedo a romperla y no servir.,3,es,I didn't like that when I put one of the T's in it broke when I squeezed it. I only squeezed the second one with my hand for fear of breaking it and not using it.
490,El cristal o lo que sea es de mala calidad,1,es,The glass or whatever is of poor quality
491,A mi hijo (18 meses) le encanta. Es sencillo y colorido y todos los días abrimos al menos una vez todas las pestañas. Me parece que tiene muy buena relación calidad precio. Le he comprado la colección completa!,5,es,My son (18 months) loves it. He is simple and colorful and every day we open all the tabs at least once. I think it has a very good quality-price ratio. I bought the entire collection from you!
492,"Para ejercitarse está bien, el asiento es súper incómodo y queda suelto se mueve de adelante a atrás, era de los precios más baratos pero la calidad es mala",2,es,"It's fine for exercising, the seat is super uncomfortable and it's loose, it moves from front to back, it was one of the cheapest prices but the quality is bad"
493,Muy buena aunque un poco pequeña,4,es,Very good although a little small
494,Cuando llegó la pulsera una experta me dijo que no es turmalina. Es plástico. Creo que deberían cambiar la descripción del producto.,1,es,"When the bracelet arrived, an expert told me that it is not tourmaline. It's plastic. I think they should change the product description."
495,"Correcto en todo, cumple con las especificaciones y se adapta correctamente a la bicicleta. Lo recomiendo estoy contento con el producto,",4,es,"Correct in everything, meets the specifications and adapts correctly to the bicycle. I recommend it, I am happy with the product,"
496,El libro explica muy bien y en conceptos faciles temas complicados y complejos de la fisica actual de nuestro universo.,5,es,The book explains very well and in easy concepts complicated and complex topics of the current physics of our universe.
497,Hace mucho servicio pero la calidad de la madera para el precio que tiene podia ser un poco mejor.,2,es,It does a lot of service but the quality of the wood for the price could be a little better.
498,"Cumplen con su función. Parecen resistentes y cómodos a la hora de colgar las bicis. Yo los he puesto uno más arriba que el otro para que las dos bicicletas estén más juntas sin estorbarse los manillares. Los tacos no me inspiraban confianza y he puesto fisher de 6mm, de ahí que no les dé 5 *. Recomendables.",4,es,"They fulfill their function. They seem resistant and comfortable when it comes to hanging the bikes. I have placed one higher than the other so that the two bicycles are closer together without getting in the way of the handlebars. The studs did not inspire confidence in me and I used 6mm fisher, hence I did not give them 5 *. Recommended."
499,"Esta muy bien yo he conseguido instalarlo perfecto llega al borde del teléfono casi no se nota que esta solo se nota cuando lo tienes en la mano. La parte mala es que los bordes del cristal la parte negra es un pelin más hancha de lo normal y en casa con La Luz de la lámpara le hace sombra y te deja la pantalla más oscura de lo normal, por lo demás esta muy bien. Yo la he quitado dos veces la he lavado con agua fría y jabón y la he vuelto a poner y sin problemas, menos una mini pelusa que solo se ve cuando está apagado",4,es,"It is very good, I have managed to install it perfectly, it reaches the edge of the phone, you can hardly notice that it is only noticeable when you have it in your hand. The bad part is that the edges of the glass, the black part, is a little wider than normal and at home with the light from the lamp it shadows it and leaves the screen darker than normal, otherwise it is very good. I have removed it twice, washed it with cold water and soap and put it back in with no problems, except for a little bit of lint that is only visible when it is off."
500,La pinza no se queda muy bien es su sítio . Creo que es para gente que tiene la nariz más grande . A mí se me cae sin hacer nada,2,es,"The clamp doesn't stay on very well, it's in its place. I think it's for people who have bigger noses. I drop it without doing anything"
501,"No se aprecia lo suficiente, salvo que te acerques mucho y te fijes bien. En la foto se ve mucho mejor. Me costo mucho ponermelas.",3,es,"It is not appreciated enough, unless you get very close and look closely. It looks much better in the photo. It cost me a lot to put them on."
502,el un engaño solo tiene la función de movimiento por mucho que quieras poner la funsion fija no existe solo funciona en sensor de movimiento no lo compraria mas.,1,es,"The cheat only has the motion function, no matter how much you want to put the fixed function, it doesn't exist, it only works with a motion sensor, I wouldn't buy it anymore."
503,"Un engaño. La probé y no funcionaba, venía rota. Pongo dos estrellas por el vendedor que sin problema hizo la devolución del dinero.",2,es,"A deception. I tried it and it didn't work, it was broken. I put two stars for the seller who returned the money without any problem."
504,"Los colores son correctos, la calidad es adecuada y el tiempo de envío ha sido rápido. No envía factura para empresas.",4,es,"The colors are correct, the quality is adequate and the shipping time has been fast. Does not send invoice for companies."
505,"Es lo que esperaba, están tan bien hechas, pero a la placa de la cadena pequeña le falta el cierre.",3,es,"It's what I expected, they are so well made, but the small chain plate is missing the clasp."
506,"Son muy pequeños, pero están muy bien, ideal para llevarlos en el bolso, a mi hijo dos años le gustan mucho.",4,es,"They are very small, but they are very good, ideal to carry in your bag, my two-year-old son really likes them."
507,no puedo opinar sobre el porque no llego a funcionar el disco duro con este adaptador,1,es,I cannot comment on why the hard drive did not work with this adapter
508,Es más pequeño de lo que pensaba Para biberón bien pero un termo pequeño de 500 ml no cabe,3,es,"It's smaller than I thought. For a bottle, it's fine, but a small 500 ml thermos doesn't fit."
509,"Depende para lo que quieran es una buena opción. Es bastante cómodo, más que otros similares que he probado. La calidad del sonido, seguramente porque está muy bien protegido el auricular no es alta. el auricular se puede mover y se engancha con unos velcros, cosa que se agradece. En general, es una buena compra.",3,es,"It depends on what you want, it's a good option. It is quite comfortable, more than other similar ones I have tried. The sound quality, probably because the headset is very well protected, is not high. The headset can be moved and is attached with Velcro, which is appreciated. Overall, it is a good purchase."
510,"Lo compré hace un año para el portátil, y por 10 euros no puedo estar más satisfecho. Aunque los materiales no son de una calidad óptima, cumple su función y de momento no se me ha descosido por ningún lado. Dos compartimentos (uno para el PC y otro para el cargador y el ratón). Lo volvería a comprar.",4,es,"I bought it a year ago for the laptop, and for 10 euros I couldn't be more satisfied. Although the materials are not of optimal quality, it fulfills its function and so far it has not come undone anywhere. Two compartments (one for the PC and another for the charger and mouse). I would buy it again."
511,"Tengo el mismo modelo en otro color y van perfectas, en cambio estas me entra agua incluso apretando. no se si tiene algún problema el plástico que recubre la lente o es mi cara",2,es,"I have the same model in another color and they are perfect, on the other hand, these ones get water in even when I squeeze them. I don't know if the plastic that covers the lens has a problem or if it's my face."
512,Para mí es perfecto porque las puertas del armario son algo más largas del armazón del armario y tapa el soporte.,4,es,For me it is perfect because the closet doors are a little longer than the closet frame and cover the support.
513,"Muy ligeras y de muy buen material,cristales HD. Perfectas para conducir o hacer deporte tanto de montaña como en pista.Muy recomendables.",5,es,"Very light and made of very good material, HD crystals. Perfect for driving or playing sports, both in the mountains and on the track. Highly recommended."
514,Batería original para Sony xperia z1. La batería aguanta como el primer día. Recomiendo su compra,4,es,Original battery for Sony xperia z1. The battery lasts like the first day. I recommend your purchase
515,Un 10 buen producto mucho mejor que una funda estándar y así que se adapta y al coserla no se mueve. Tuve un problema en el envío pero muy buena comunicación con el vendedor que me dio una solución. Muy contento con la compra lo recomiendo,5,es,A 10 good product much better than a standard cover and so it fits and when sewn it does not move. I had a problem with shipping but very good communication with the seller who gave me a solution. Very happy with the purchase I recommend it
516,Muy útil para cargar las baterías de la GoPro,5,es,Very useful for charging GoPro batteries.
517,"Estoy encantada con ella, es muy práctica, se desliza perfectamente aunque solo tenga 4 tornillos. En cuanto a la capacidad, hubiera preferido un solo contenedor, pero bueno es cuestión de adaptarse y ahora eso no me disgusta.",4,es,"I am delighted with it, it is very practical, it slides perfectly even though it only has 4 screws. As for capacity, I would have preferred a single container, but hey, it's a matter of adapting and now I don't mind that."
518,"Buen producto... muy recomendable no como otros que venden los chinos mas económicos, cumple con las expectativas, lo recomiendo mucho....",5,es,"Good product... highly recommended, not like others that sell cheaper Chinese ones, it meets expectations, I highly recommend it..."
519,Por lo que vale no ajusta bien uy si no fuera por el imán se queda siempre abierta regular nada mas,3,es,"For what it's worth, it doesn't fit well and if it weren't for the magnet it would always stay open just fine."
520,La fui a probar y nada mas probarla se quedo la aguja abajo y no subia asi 4 o 5 veces,1,es,"I went to try it and as soon as I tried it, the needle stayed down and didn't go up like that 4 or 5 times."
521,"Realmente puedo valorar la Copa como algo higiénico. He tenido que comprar la talla S y no la L ya que cuando yo lo compré en el anuncio no lo habían especificado bien ni claramente que esa talla era para mujeres que habían dado a luz o que habían trabajado su suelo pélvico. Por tanto, he tenido que comprar otra copa menstrual de talla S, doble gasto, y por el camino he sentido muchísimo dolor tanto que incluso me mareaba y todo porque no escribieron bien el grupo al cual estaba destinado el producto y las características que debían cumplir las personas para la elección de talla.",2,es,"I can really value the Cup as something hygienic. I had to buy size S and not L since when I bought it in the advertisement they had not specified well or clearly that that size was for women who had given birth or who had worked on their pelvic floor. Therefore, I had to buy another size S menstrual cup, double expense, and along the way I felt a lot of pain, so much so that I even felt dizzy, and all because they did not write correctly the group for which the product was intended and the characteristics that it should meet. people for choosing size."
522,Esperemos que la pega aguante. Por lo demás el producto se ajusta a lo publicitado.,4,es,Let's hope the glue holds up. Otherwise the product conforms to what is advertised.
523,"Es un buen producto y estoy de acuerdo con la mayoría de las opiniones vertidas aquí. Pero al tocarlo o moverlo suena como una bolsa de plastico, es muy ruidoso. Por tanto no es apto para personas que necesitan silencio para dormir o que se mueven mucho. Tuvimos que devolverlo.",2,es,"It is a good product and I agree with most of the opinions expressed here. But when you touch it or move it it sounds like a plastic bag, it is very noisy. Therefore, it is not suitable for people who need silence to sleep or who move a lot. We had to return it."
524,"Me encanta. Es muy suave y no hace falta frotar. Quitar el maquillaje, lo quita, aunque no en profundidad. Yo lo uso en lugar de las toallitas y va genial",4,es,"I love it. It is very soft and does not need to be rubbed. Removing makeup removes it, although not deeply. I use it instead of wipes and it works great"
525,"Son muy resistentes , perfecto tamaño para el coche , la carga es rápida",5,es,"They are very resistant, perfect size for the car, charging is fast"
526,"Buen producto, es el original, tal cual anuncian, muy buen precio, recomiendo su compra, me llego al dia siguiente al encargo",5,es,"Good product, it is the original, as advertised, very good price, I recommend purchasing it, it arrived the day after the order"
527,"El producto es exactamente igual a la foto, pero huele fatal, ni dejando al aire deja de oler. Huele mucho a plástico...",2,es,"The product is exactly the same as the photo, but it smells terrible, even leaving it in the air it doesn't stop smelling. It smells a lot like plastic..."
528,"No es una ganga, dado que la calidad y el tamaño son justitos. En mi caso le añadí dos cajas de almacenaje de colores con lo que no fue la compra del siglo.",3,es,"It is not a bargain, since the quality and size are fair. In my case I added two colored storage boxes, which was not the purchase of the century."
529,La pulsera está muy bien. Es bonita y cómoda. No necesita más explicación. Pero la apariencia gomosa y mate que tiene al principio se va con el tiempo. Se vuelve brillante y como desgastada sin llegar a estarlo realmente. Pero no deja de ser una correa de reloj de goma... La recomiendo a quien le guste.,3,es,"The bracelet is very good. It's pretty and comfortable. No further explanation needed. But the rubbery, matte appearance it has at first goes away over time. It becomes shiny and worn-out without actually being worn-out. But it's still a rubber watch strap... I recommend it to anyone who likes it."
530,"He recibido el paquete sin embalar, directamente con las pegatinas de envío pegadas en la caja del producto, 4 ni más ni menos. Lo quiero para regalar y al quitar las pegatinas se rompe el plástico o se queda la pegatina con el pegamento. Muy mala presencia, además nadie tiene porqué ver lo que estoy comprando.",1,es,"I received the package unpackaged, directly with the shipping stickers attached to the product box, 4 no more, no less. I want it as a gift and when I remove the stickers the plastic breaks or the sticker remains with the glue. Very bad presence, plus no one has to see what I am buying."
531,Son perfectos. Muy cómodos y muy majo el dibujo. Calzo una 37 y m compré una talla 38 y me va bien. Hay q pedir una talla más. Contenta.,4,es,They are perfect. Very comfortable and the drawing is very nice. I wear a 37 and I bought a size 38 and it fits me well. You have to order one size larger. Happy.
532,"Se demonta con facilidad, los anclajes son malos y se desmonta.",3,es,"It is easily disassembled, the anchors are bad and it falls apart."
533,"Esta muy bien aunque me cuesta que la use, prefiere los charcos... la uso también como bañera y es muy cómoda además de resistente y cómoda porq se transporta fácil al quedar tan plegada y se monta en un segundo",5,es,"It is very good although it is difficult for me to use it, it prefers puddles... I also use it as a bathtub and it is very comfortable as well as being resistant and comfortable because it is easy to transport as it is so folded and it can be assembled in a second"
534,"La primera impresión es d una lona frágil, pero el tiempo lo dirá si es así, x lo menos hay q dejar pasar un invierno, lo q si es malísimo es el sistema d cierre pues el cable de acero recubierto d goma se ha roto en dos trozos solo al estirarlo, sin ni siquiera empezar a apretarlo, me he llevado una decepción pues compraba una solución completa para cubrir la piscina y lona a la q tengo q comprar algo x lo q ya había pagado.",2,es,"The first impression is that it is a fragile canvas, but time will tell if this is the case, at least you have to let it go through one winter, what is very bad is the closing system because the rubber-coated steel cable has broken in two pieces just by stretching it, without even starting to tighten it, I was disappointed because I bought a complete solution to cover the pool and a tarpaulin for which I have to buy something for what I had already paid."
535,"Los cromados son impresionantes. Llevo con ella más de tres meses y está como el primer día. Eso sí, tras cada afeitado, desmonto la cuchilla y la lavo con un cepillo de dientes, queda como nueva. Muy recomendable.",5,es,"The chrome is impressive. I've been with her for more than three months and she is like the first day. Of course, after each shave, I disassemble the blade and wash it with a toothbrush, it is like new. Highly recommended."
536,El pedido llegó en la fecha señalada. El paquete viene muy bien empaquetado por si hubiera golpes por el camino. Todo bien.,4,es,The order arrived on the indicated date. The package comes very well packaged in case there are any bumps along the way. All good.
537,Pues la verdad es que es una tela super fina y un poco áspera pero no es desagradable al tacto. No me disgusta porque es muy barata y para que me la este rompiendo el gato cuándo se sube y juega pues no me importa. También es un poco corta para una cama de 190 de largo pero se puede remeter.,3,es,"Well, the truth is that it is a super fine fabric and a little rough but it is not unpleasant to the touch. I don't dislike it because it's very cheap and for the cat to be breaking it when it gets up and plays, I don't care. It is also a little short for a 190 long bed but it can be tucked in."
538,"Ayer me llegó el cargador blanco que compré....en negro. Me resulta bastante extraño ya que en este producto no hay opción de elegir colores, solo lo había en blanco. De ahí la sorpresa cuando abro el paquete y veo que es negro. Por lo demás, tras unas horas de prueba, lo único que puedo decir es que el teléfono lo reconoce y se pone en modo carga, pero carga lenta.",2,es,"Yesterday I received the white charger that I bought...in black. I find it quite strange since in this product there is no option to choose colors, it was only available in white. Hence the surprise when I open the package and see that it is black. Otherwise, after a few hours of testing, the only thing I can say is that the phone recognizes it and goes into charging mode, but it charges slowly."
539,"El producto es original, venía bien embalado.",4,es,"The product is original, it came well packaged."
540,"Nunca detectó ninguna sim (probe con 3 distintas, y de distintas compañías)",1,es,"It never detected any SIM (I tried 3 different ones, and from different companies)"
541,Un poco pequeño el tallaje,2,es,The sizing is a little small
542,Bonitas bombillas que dan una luz potente: para escasos 6 vatios dan más luz y más nítida que las antigüas bombillas de 40 vatios que tenía instaladas en mis lámparas.,5,es,Nice bulbs that give a powerful light: for just 6 watts they give more and clearer light than the old 40 watt bulbs that I had installed in my lamps.
543,"Falta el protector de pantalla, que especifican en la oferta. La funda tiene muy buen ajuste y diseño.",1,es,"The screen protector is missing, which they specify in the offer. The case has a very good fit and design."
544,El producto es normalito pero para el precio creo que no se puede pedir mas,4,es,The product is average but for the price I think you can't ask for more.
545,"Todo ok, ha llegado antes y en perfectas condiciones. Producto de buena calidad y buenos acabados. Recomendable 100%, volvería a comprarlo.",4,es,"Everything ok, it arrived early and in perfect condition. Good quality product and good finishes. 100% recommended, I would buy it again."
546,Muñeco acorde a las características anunciadas. Perfecto,5,es,Doll according to the advertised characteristics. Perfect
547,Cumplen la función para la q los compre,3,es,They fulfill the function for which you bought them
548,No e visto ni el producto pero... No me a llegado el sabado como ponia y para colmo hoy cuando me a llegado venía la caja vacía... es 1 articulo que necesito para trabajar y al final me han fastidiado toda la semana por culpa de todo esto... Horrible 100%,1,es,I haven't even seen the product but... It didn't arrive on Saturday as I expected and to make matters worse today when it arrived it came with an empty box... it's 1 item that I need to work on and in the end they have bothered me all week for fault of all this... Horrible 100%
549,Los materiales parecen de buena calidad y las gafas tienen un aspecto bonito. Vienen con su funda. Aconsejables si no queréis gastar mucho.,5,es,The materials seem to be of good quality and the glasses look nice. They come with their cover. Advisable if you don't want to spend a lot.
550,"Cable muy malo, parece que va a durar un tiempo largo, pero no es así. En menos de un mes de uso se ha dejado de escuchar",1,es,"Very bad cable, it seems like it will last a long time, but it doesn't. In less than a month of use I stopped hearing"
551,"Es espaciosa y he llevado como 4kg de peso y bien, la veo resistente y ya van unos cuantos usos. Mas bien la veo útil para excursiones a la montaña, a la playa...",5,es,"It is spacious and I have carried about 4kg of weight and well, I find it resistant and it has already had a few uses. Rather I see it useful for excursions to the mountains, to the beach..."
552,Es una antena excelente y fácil de montar. Había probado otras más baratas y no conseguía sintonizar canales en una casa de pueblo. La primera vez la puse a una altura de 3 metros y sólo cogía 4 canales. Opté por ponerla al lado de una ventana del piso superior a unos 5 metros y me sintonizó 22 canales de tv y 17 de radio con muy buena calidad,5,es,It is an excellent antenna and easy to assemble. He had tried cheaper ones and couldn't tune in to the channels in a town house. The first time I put it at a height of 3 meters and it only picked up 4 channels. I chose to put it next to a window on the upper floor about 5 meters away and it tuned me to 22 TV channels and 17 radio channels with very good quality.
553,"Se me estropeó una vez estando en garantía. Me lo cambiaron y se ha vuelto a estropear a los pocos meses. No esperaba esto de una marca supuestamente premiun como Razer. No volveré a comprar ningún producto de esta marca. No me ofrecen ninguna seguridad, en cualquier momento te deja tirado.",1,es,"It broke once while under warranty. They changed it for me and it broke again after a few months. I didn't expect this from a supposedly premium brand like Razer. I will not buy any product from this brand again. They don't offer me any security, at any moment they leave you stranded."
554,muy mal para el precio se rompio en menos de tres semanas no lo recomenda nadie a compralo no salio como yo pensado,2,es,very bad for the price it broke in less than three weeks no one recommends it to buy it it didn't turn out like I thought
555,No funciona el reloj.,1,es,The clock doesn't work.
556,"Nada positivo que destacar en unas zapatillas de este estilo, cuando pagas un dinero por una marca reconocida esperas calidad, comodidad y durabilidad, en este caso, la durabilidad no has sido tal...el desgaste de color en la zona de piel delantera...creo que se ha empezado a notar excesivamente pronto",3,es,"Nothing positive to highlight in sneakers of this style, when you pay money for a recognized brand you expect quality, comfort and durability, in this case, the durability has not been such...the color wear in the front leather area. ..I think it has started to show too soon"
557,Llegaron y funcionan bien,5,es,They arrived and work well
558,Es tal como aparece en la foto pero la calidad regular se da la vuelta los broches,3,es,It is just as it appears in the photo but the regular quality turns the brooches around
559,"Lo esperado, es un jabón sin olor y que quita perfectamente los restos de leche, lo uso para pezoneras y chupetes",5,es,"As expected, it is an odorless soap that perfectly removes traces of milk. I use it for nipple shields and pacifiers."
560,"Venia usado, la caja con ""celofán"" y sin un protector el cable óptico.",1,es,"It came used, the box with ""cellophane"" and the optical cable without a protector."
561,"Hola buenos días, El producto esta bien solo que el mando nome funciona como melo pueden solucionar espero tener pronta respuesta",4,es,"Hello, good morning, The product is fine, the only thing is that the command nome works as usual, you can solve it, I hope to have a quick response."
562,"Según lo saque del plástico la visagra se partió, muy decepcionante, no volvería a comprarlo.",1,es,"As I took it out of the plastic the hinge broke, very disappointing, I would not buy it again."
563,No me llego nada y me lo cobraron. El pedido lo hice en noviembre y aun no me ha llegado ni me llegara. Muy informales.,1,es,I didn't get anything and they charged me for it. I placed the order in November and it still has not arrived and will not arrive. Very informal.
564,"No están mal,salvo que las tienes que pegar letra a letra porque el calco que viene no sirve para nada",3,es,"They're not bad, except that you have to glue them letter by letter because the tracing that comes with it is useless."
565,"Harto ya de confundirme con las llaves a la hora de abrir la cochera de casa y la del patio he decidido comprar este juego de marcadores de llaves de PVC, en el paquete vienen 24 unidades de diferentes colores como son el: azul, el verde, el negro, el rojo, el amarillo. etc.. Ponerlo en muy facil en las llaves, decir que si tienes muchas en el manojo de llaves y le metes estos marcadores te aumentara de tamaño el manojo ocupando mas espacio, al cabo de los dias empiezan a mover y no se quedan fijos en las llaves. Lo que no me ha gustado ha sido el precio que lo veo un poco caro para ser plastico, que con el uso se ira rompiendo.",3,es,"Already tired of getting confused with the keys when opening the garage at home and the patio, I decided to buy this set of PVC key markers, the package comes with 24 units of different colors such as: blue, green, the black, the red, the yellow. etc.. Make it very easy on the keys, say that if you have many in the bunch of keys and you put these markers it will increase the size of the bunch taking up more space, after a few days they start to move and don't stay fixed on the keys. What I didn't like was the price, which I think is a little expensive for being plastic, which will break with use."
566,Las compré para cambiarlas por las incandescentes de la nevera y el congelador. Dan una iluminación mucho mejor y más moderna en tono blanco-azulado.,4,es,I bought them to replace the incandescent ones in the refrigerator and freezer. They give much better and more modern lighting in a bluish-white tone.
567,No cubren bien el telefono. No las he utilizado. No sirven para nada,3,es,They don't cover the phone well. I haven't used them. They are useless
568,Este cable me resulto demasiado corto para poner a cargar el móvil en un coche. El precio también es elevado. (compre posteriormente un pack de 5 un poco mas largos por el mismo precio),2,es,I found this cable too short to charge my phone in a car. The price is also high. (I later bought a pack of 5 a little longer for the same price)
569,"Es una vergüenza, dos semanas estuve esperando y no me llegó. Menos mal que al final me devolvieron el dinero.",1,es,"It's a shame, I was waiting two weeks and it didn't arrive. Luckily they gave me my money back in the end."
570,Práctico pero carga lenta,2,es,Practical but slow loading
571,Vergonzoso! Me tendría que haber llegado y todavía estoy esperando. Y encima el dinero bien que lo cobran rápido,1,es,"Shameful! It should have arrived and I'm still waiting. And on top of that, the money is good and they collect it quickly."
572,Bueno no era lo que yo esperaba pero son para aprovechar la sabana de arriba que está bien pero no me an resultado muy buena calidad precio gracias,3,es,"Well, it wasn't what I expected but they are to take advantage of the top sheet which is good but it didn't work out very well for the price thank you"
573,Usado todo el verano en la playa y sitios sin conexión y va perfecto. Muy práctico el uso de la energía solar.,5,es,Used all summer on the beach and offline places and it works perfect. Very practical use of solar energy.
574,Se acopla bien pero queda un poco holgado quiza deberia llevar abrazaderas,3,es,"It fits well but is a little loose, maybe it should have clamps"
575,Luces de espejo de diseño y gran calidad! Varios niveles de intensidad y conexión USB. Incluyen pegatinas para fijación a cualquier superficie. Buenísima compra!! Entregado en la fecha prevista y con muy buen embalaje.,5,es,Designer mirror lights and great quality! Various levels of intensity and USB connection. They include stickers for attachment to any surface. Great purchase!! Delivered on schedule and with very good packaging.
576,"Lo pedí para limpiar los sofás/sillones de casa de pelos de mis dos gatos (pelo largo) y los quita perfectamente, después me ayudo con un aspirador de mano para rematar la faena, pero si se me estropea el cepillo del uso volveré a comprarlo sin duda.",5,es,"I ordered it to clean the sofas/armchairs at home from the hair of my two cats (long hair) and it removes them perfectly, then I help myself with a handheld vacuum cleaner to finish the job, but if the brush breaks from use I will buy it again definitely."
577,"Este producto no funciona. No lo reconoce. Fraude, estafa",1,es,"This product does not work. He doesn't recognize it. Fraud, scam"
578,La cortina llegó en tiempo y forma como esperábamos. Le da un toque muy alegre al baño y a nuestro peque de año y medio le entusiasman los gatitos :-),4,es,The curtain arrived on time and as expected. It gives a very cheerful touch to the bathroom and our one and a half year old little one is excited about kittens :-)
579,Me a gustado mucho esta compra. Me gusta el tamaño el acabado el estilo. Me gusta que viene bien protegidos y en una caja bonita para regalo. Los regale el día de las madres y se le ven preciosos a quien los usa. A ella le encantaron. Lo recomiendo.,5,es,"I really liked this purchase. I like the size, the finish, the style. I like that it comes well protected and in a nice gift box. I gave them as a gift on Mother's Day and they look beautiful to whoever uses them. She loved them. I recommend it."
580,Bien pero la luz necesitaria regularse.,4,es,Good but the light would need to be regulated.
581,"No e recibido el paquete ,no está en la dirección correcta.",1,es,"I have not received the package, it is not at the correct address."
582,Aún no he recibido el pedido. Espero que llegue pronto,1,es,I have not received the order yet. I hope it arrives soon
583,Esa bonito pero no muy práctico. No está en blanco. Viene preparado para que incluyas datos de recetas que a lo mejor no querías incluir,2,es,That's pretty but not very practical. It is not blank. It comes prepared so that you can include recipe data that you may not have wanted to include.
584,"El mando para realizar los selfies no me funciona con la cámara, se ilumina y todo pero no hace ningún efecto en la cámara, podéis darme una solución a esto? Un saludo",2,es,"The remote to take selfies does not work with the camera, it lights up and everything but it has no effect on the camera, can you give me a solution for this? All the best"
585,Tal como la foto buena calidad y talla adecuada Muy bien volvere a comprar seguro calidad y precio Fantastico Gracias,4,es,"Just like the photo, good quality and appropriate size. Very good, I will buy again for sure quality and price. Fantastic. Thank you."
586,aún no me ha llegado por lo qir no puedo valorar. a la hora de pedir confirmaron la entrega del 25 al 27 de enero. Hoy he visto en los pedidos y pone que enviado por lo que no sé cuándo me llegará,1,es,It hasn't arrived yet so I can't value it. At the time of ordering they confirmed delivery from January 25 to 27. Today I saw the orders and it says shipped so I don't know when it will arrive.
587,"Formato grande y a un muy buen precio. Para mi, de los mejores lechos para conejos.",5,es,"Large format and at a very good price. For me, one of the best beds for rabbits."
588,Bandera de gran calidad,4,es,High quality flag
589,Las pinturas son demasiado pequeñas para que mi hijo las pueda agarrar con su puño que es la manera más intuitiva para él.,2,es,"The paintings are too small for my son to hold in his fist, which is the most intuitive way for him."
590,"Recomendable, comienza un poco flojo pero merece la pena continuar.",4,es,"Recommended, it starts a little weak but it's worth continuing."
591,"El envío llegó rápido y embalado perfectamente. Trato más que correcto, vendedor muy recomendado.",5,es,"The shipment arrived quickly and packed perfectly. More than correct treatment, highly recommended seller."
592,Fantastico producto con todos los detalles para un carnaval perfecto el producto cumplia todos los requisitos y incluso todos los pequeños accesorios y era un poco elástico con lo que mi hija se lo pasó genial. Gracias!,5,es,"Fantastic product with all the details for a perfect carnival. The product met all the requirements and even all the small accessories and was a little elastic, which my daughter had a great time with. Thank you!"
593,"Me ha llegado mal el color, no es el que pedí. Aunque me lo quedaré por falta de de tiempo.",1,es,"The color arrived wrong, it is not the one I ordered. Although I will keep it due to lack of time."
